NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB,Lat_decimal,Long_decimal
BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BIII,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'38,500""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,"1,100.00",,,,Não,-11.2606944444444,-39.3575694444444
BARRAGEM USINA SANTALUZ BENEFICIAMENTO BI,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'36,800""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,"1,125.00",,,,Não,-11.2602222222222,-39.3575694444444
Cava Camarinha,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º32'44,200""","-40º25'30,700""",Sul do Equador,BA,CAMPO FORMOSO,Cromita,14.60,"29,688.00",,,,Não,-10.5456111111111,-40.4251944444444
Cava Pedrinhas,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º32'42,000""","-40º24'52,400""",Sul do Equador,BA,CAMPO FORMOSO,Cromita,8.50,"201,205.00",,,,Não,-10545,-40.4145555555556
Cava Sul,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'17,300""","-39º52'17,200""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,"323,173.00",,,,Não,-9.87147222222222,-39.8714444444444
Dique Santa Rita,Mirabela Mineração do Brasil Ltda.,74.127.010/0001-29,"-14º11'47,547""","-39º41'29,939""",Sul do Equador,BA,ITAGIBÁ,Minério de Níquel,5.00,"246,848.00",,,,Não,-14.1965408333333,-39.6916497222222
Medrado 1,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'51,000""","-39º46'02,000""",Sul do Equador,BA,ANDORINHA,Cromita,5.00,"185,520.00",,,,Não,-10.3141666666667,-39.7672222222222
Medrado 2,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'53,700""","-39º45'57,000""",Sul do Equador,BA,ANDORINHA,Cromita,11.20,-,,,,Não,-10.3149166666667,-39.7658333333333
Medrado 3,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'56,000""","-39º45'57,000""",Sul do Equador,BA,ANDORINHA,Cromita,8.40,"94,325.00",,,,Não,-10.3155555555556,-39.7658333333333
Pilha 01 - P1C1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'10,170""","-39º51'44,268""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,6.00,"100,566.00",,,,Não,-9.852825,-39.8622966666667
Pilha 01 - P1C3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'15,285""","-39º51'59,529""",Sul do Equador,BA,JAGUARARI,Sedimentos,1.00,"164,976.00",,,,Não,-9.85424583333333,-39.8665358333333
Pilha 01 - P1C4,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,659""","-39º52'02,121""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"85,786.00",,,,Não,-9.85546083333333,-39.8672558333333
Pilha 01 - P1C5,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'07,668""","-39º51'48,038""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,14.00,"111,960.00",,,,Não,-9.85213,-39.8633438888889
Pilha 01 - P1C6,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'11,005""","-39º51'53,799""",Sul do Equador,BA,JAGUARARI,Sedimentos,2.00,"30,460.00",,,,Não,-9.85305694444445,-39.8649441666667
Pilha 01 - P1C7,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,270""","-39º51'54,399""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,6.80,"10,277.00",,,,Não,-9.85535277777778,-39.8651108333333
Pilha 01 - P1C8,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'26,408""","-39º51'48,095""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,3.50,"71,698.00",,,,Não,-9.85733555555555,-39.8633597222222
Pilha 01 P1C2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,593""","-39º51'50,354""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,9.50,"102,246.00",,,,Não,-9.8554425,-39.8639872222222
Pilha 05 - P5C1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'46,158""","-39º51'54,612""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"172,053.00",,,,Não,-9.87948833333333,-39.86517
Pilha 05 - P5C2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'36,688""","-39º52'05,408""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,4.00,"155,498.00",,,,Não,-9.87685777777778,-39.8681688888889
Pilha 05 - P5C3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'48,573""","-39º51'51,266""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"141,410.00",,,,Não,-9.88015916666667,-39.8642405555556
Pilha 05 - P5C4,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'30,737""","-39º52'08,101""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"7,052.00",,,,Não,-9.87520472222222,-39.8689169444444
Pilha 05 - P5XC2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'32,341""","-39º51'54,787""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"79,459.00",,,,Não,-9.87565027777778,-39.8652186111111
Pilha 05 - XC1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'37,962""","-39º51'52,340""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"80,000.00",,,,Não,-9.87721166666667,-39.8645388888889
R22,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'41,800""","-39º52'23,100""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,"255,131.00",,,,Não,-9.86161111111111,-39.8730833333333
R75,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'10,300""","-39º52'05,300""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,-,,,,Não,-9.85286111111111,-39.8681388888889
Dique de finos 03 - Depósito Tamanduá,Catalao,33.931.486/0010-21,"-18º08'19,663""","-47º46'55,691""",Sul do Equador,GO,OUVIDOR,Argila,6.00,600.00,,,,Não,-18.1387952777778,-47.7821363888889
GIRASSOL-01,Quartziti Mineradora Ltda,11.461.800/0001-26,"-15º46'20,000""","-48º38'17,000""",Sul do Equador,GO,CORUMBÁ DE GOIÁS,Areia Quartzosa,5.00,"3,000.00",,,,Não,-15.7722222222222,-48.6380555555556
Area M,Cbe Companhia Brasileira de Equipamento Filial:,27.184.936/0007-61,"-04º31'24,900""","-44º00'57,700""",Sul do Equador,MA,CODÓ,Argila,-,"832,598.77",,,,Não,-4.52358333333333,-44.0160277777778
VÃO DAS COBRAS,J. G. de A. FERREIRA MINERADORA EIRELI,03.779.142/0001-97,"-06º34'55,900""","-43º57'58,400""",Sul do Equador,MA,PASTOS BONS,Saibro,2.00,"9,000.00",,,,Não,-6.58219444444444,-43.9662222222222
2,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'24,601""","-43º36'13,419""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,10.00,"15,412.70",,,,Não,-19.9735002777778,-43.6037275
01 PDE 01,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º51'13,900""","-43º47'38,300""",Sul do Equador,MG,SABARÁ,Minério de Ferro,12.00,0.01,,,,Não,-19.8538611111111,-43.7939722222222
105-I,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º37'37,919""","-43º14'18,830""",Sul do Equador,MG,ITABIRA,Minério de Ferro,8.14,"8,400.00",,,,Não,-19.6271997222222,-43.2385638888889
A - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'55,421""","-43º35'12,119""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,13.00,300.00,,,,Não,-19.9487280555556,-43.5866997222222
Alto Jacutinga,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'33,600""","-43º53'09,500""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,11.80,"92,434.00",,,,Não,-20426,-43.8859722222222
B - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'50,126""","-43º35'00,712""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,14.50,"2,935.00",,,,Não,-19.9472572222222,-43.5835311111111
Bacia 01,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'05,000""","-43º11'31,300""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,9.00,"1,000.00",,,,Não,-19.7847222222222,-43.1920277777778
Bacia 07,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'59,200""","-43º10'59,200""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,500.00,,,,Não,-19.7831111111111,-43.1831111111111
Bacia 08,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'05,900""","-43º10'48,600""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,"5,000.00",,,,Não,-19.7849722222222,-43.1801666666667
Bacia 09,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'37,840""","-43º11'21,930""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,"2,200.00",,,,Não,-19.7771777777778,-43.189425
Bacia 15,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'34,733""","-43º11'27,772""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,5.00,"2,200.00",,,,Não,-19.7763147222222,-43.1910477777778
Bacia 16,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'09,952""","-43º10'22,069""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,12.00,"12,000.00",,,,Não,-19.7860977777778,-43.1727969444444
Bacia de Conteção de Finos da PDE-A Norte,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º16'42,200""","-43º55'51,100""",Sul do Equador,MG,ITABIRITO,Dolomito,5.00,"3,480.00",,,,Não,-20.2783888888889,-43.9308611111111
Bacia de Conteção de Finos da PDE-A Sul,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º16'58,800""","-43º55'38,200""",Sul do Equador,MG,ITABIRITO,Dolomito,6.00,"1,000.00",,,,Não,-20283,-43.9272777777778
Bacia de Decantação 1,Mineração Matheus Leme Ltda,60.510.195/0001-41,"-19º56'04,000""","-44º28'15,000""",Sul do Equador,MG,MATEUS LEME,Agalmatolito,2.00,"3,660.00",,,,Não,-19.9344444444444,-44.4708333333333
Bacia de Decantação 3,Mineração Matheus Leme Ltda,60.510.195/0001-41,"-19º56'02,000""","-44º28'19,000""",Sul do Equador,MG,MATEUS LEME,Agalmatolito,2.00,"1,570.00",,,,Não,-19.9338888888889,-44.4719444444444
Bacia Lavador de Rodas,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º17'34,470""","-43º56'19,060""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.60,612.23,,,,Não,-20.2929083333333,-43.9386277777778
BARRAGEM  USINA BENEFICIAMENTO L7 - IIB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"7,300.00",,,,Não,-19.41065,-47.9556833333333
Barragem 1 - Dique de Contenção,Construtora Martins Lanna Ltda.,19.974.518/0001-54,"-19º51'53,770""","-44º05'35,104""",Sul do Equador,MG,BETIM,Sedimentos,8.00,"12,000.00",,,,Não,-19.8649361111111,-44.0930844444445
Barragem 2 - Captação de Água,Construtora Martins Lanna Ltda.,19.974.518/0001-54,"-19º52'33,440""","-44º06'01,770""",Sul do Equador,MG,BETIM,Sedimentos,2.00,"14,000.00",,,,Não,-19.8759555555556,-44.1004916666667
Barragem 3A - Sedimentação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'38,190""","-43º54'52,910""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.00,"3,420.00",,,,Não,-20.377275,-43.9146972222222
Barragem 3B - Sedimentação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'41,120""","-43º54'55,540""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.00,"5,480.00",,,,Não,-20.3780888888889,-43.9154277777778
Barragem 4 - Acumulação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'39,730""","-43º54'54,340""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.00,"4,078.00",,,,Não,-20.3777027777778,-43.9150944444444
Barragem 5 - Captação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'26,090""","-43º55'17,340""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.00,"3,600.00",,,,Não,-20.3739138888889,-43.9214833333333
Barragem 6 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'37,870""","-43º54'45,680""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.00,"2,640.00",,,,Não,-20.3771861111111,-43.9126888888889
barragem 7 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'45,940""","-43º55'00,850""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.00,"7,063.00",,,,Não,-20.3794277777778,-43.9169027777778
Barragem 8 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'50,400""","-43º55'03,030""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,6.00,"6,435.00",,,,Não,-20.3806666666667,-43.9175083333333
Barragem 9 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'50,560""","-43º55'09,330""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,6.00,"3,833.00",,,,Não,-20.3807111111111,-43.9192583333333
Barragem B1,Mineração Marsil Ltda.,16.800.211/0001-49,"-19º32'59,900""","-43º01'20,100""",Sul do Equador,MG,ANTÔNIO DIAS,Areia,4.00,"10,200.00",,,,Não,-19.5499722222222,-43.02225
Barragem B3,Mineração Marsil Ltda.,16.800.211/0001-49,"-19º32'51,300""","-43º01'17,500""",Sul do Equador,MG,ANTÔNIO DIAS,Areia,7.00,"14,200.00",,,,Não,-19.5475833333333,-43.0215277777778
Barragem Captação de Água,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º10'09,300""","-44º27'03,170""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,4.46,"14,000.00",,,,Não,-20.16925,-44.4508805555556
Barragem de Contenção de Sólidos Carreados,EXTRATIVA MINERAL LTDA,17.174.889/0001-26,"-20º06'36,060""","-43º54'11,690""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,8.00,"28,000.00",,,,Não,-20.1100166666667,-43.9032472222222
BARRAGEM DE GABIÕES,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'56,500""","-44º13'06,100""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,"30,000.00",,,,Não,-20.1156944444444,-44.2183611111111
Barragem do Fundão,Avg Empreendimentos Minerários S.A,16.565.897/0001-30,"-19º49'17,090""","-43º43'01,480""",Sul do Equador,MG,SABARÁ,Sedimentos,9.00,"20,000.00",,,,Não,-19.8214138888889,-43.7170777777778
BARRAGEM DO LAGARTO,Csn Mineração S.a.,08.902.291/0001-15,"-20º27'05,947""","-43º54'23,637""",Sul do Equador,MG,CONGONHAS,Cascalho,8.00,"210,000.00",,,,Não,-20.4516519444444,-43.9065658333333
Barragem dos Coqueiros,Avg Empreendimentos Minerários S.A,16.565.897/0001-30,"-19º48'55,680""","-43º42'36,490""",Sul do Equador,MG,SABARÁ,Sedimentos,7.00,"2,500.00",,,,Não,-19.8154666666667,-43.7101361111111
BARRAGEM POÇO FUNDO,Csn Mineração S.a.,08.902.291/0001-15,"-20º27'05,155""","-43º53'54,459""",Sul do Equador,MG,CONGONHAS,Cascalho,2.88,"12,000.00",,,,Não,-20.4514319444444,-43.8984608333333
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO,Magnesita Mineração S.a.,00.592.603/0001-20,"-19º24'38,280""","-47º57'18,520""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,600.00",,,,Não,-19.4106333333333,-47.9551444444444
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,300.00",,,,Não,-19.41065,-47.9556833333333
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,600.00",,,,Não,-19.41065,-47.9556833333333
BARRAGEM USINA BENEFICIAMENTO L7 - IIA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'37,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"7,100.00",,,,Não,-19.4103055555556,-47.9556833333333
BARRAGEM USINA BENEFICIAMENTO L7 - IIB,Magnesita Mineração S.a.,00.592.603/0001-20,"-19º24'38,870""","-47º57'22,630""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,900.00",,,,Não,-19.4107972222222,-47.9562861111111
BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'35,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"4,900.00",,,,Não,-19.40975,-47.9556833333333
BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'34,100""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"3,900.00",,,,Não,-19.4094722222222,-47.9556833333333
C - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'18,423""","-43º35'01,717""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"15,377.28",,,,Não,-19.9384508333333,-43.5838102777778
Captação,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º12'10,200""","-43º36'08,100""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,8.20,511.00,,,,Não,-20.2028333333333,-43.60225
Captação Córrego das Almas,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º09'28,916""","-43º28'05,155""",Sul do Equador,MG,MARIANA,Minério de Ferro,8.50,"2,165.46",,,,Não,-20.1580322222222,-43.4680986111111
Captação Trovões,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º10'07,400""","-43º51'41,300""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,8.83,503.00,,,,Não,-20.1687222222222,-43.8614722222222
Cata Branca,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º13'59,200""","-43º51'24,300""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,9.00,"12,000.00",,,,Não,-20.2331111111111,-43.85675
CONJUNTO DE BAIAS VIGA,Ferrous Resources do Brasil Sa,08.852.207/0001-04,"-20º29'45,700""","-43º55'03,600""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,9.00,"70,613.28",,,,Não,-20.4960277777778,-43.9176666666667
D-1,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'05,930""","-43º10'08,450""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,11.00,"8,000.00",,,,Não,-17.9683138888889,-43.1690138888889
D-2,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'06,460""","-43º10'11,200""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,14.00,"36,000.00",,,,Não,-17.9684611111111,-43.1697777777778
D-3,Mineração Pedra Menina Ltda,05.059.907/0001-40,"-17º58'07,170""","-43º10'11,080""",Sul do Equador,MG,SENADOR MODESTINO GONÇALVES,Minério de Manganês,6.00,"5,000.00",,,,Não,-17.9686583333333,-43.1697444444444
Dique - Pilha 2,Mib Mineração Ibirité Ltda,08.578.982/0001-05,"-20º07'47,530""","-44º06'09,230""",Sul do Equador,MG,BRUMADINHO,Sedimentos,2.00,250.00,,,,Não,-20.1298694444444,-44.1025638888889
Dique - Pilha 4,Mib Mineração Ibirité Ltda,08.578.982/0001-05,"-20º07'23,117""","-44º06'23,291""",Sul do Equador,MG,BRUMADINHO,Sedimentos,8.00,183.00,,,,Não,-20.1230880555556,-44.1064697222222
Dique - Pilha de Rejeito,EXTRATIVA MINERAL LTDA,17.174.889/0001-26,"-20º06'36,810""","-43º54'31,680""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,10.00,"80,000.00",,,,Não,-20.110225,-43.9088
Dique 01 - Serra Azul,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'11,260""","-44º23'07,880""",Sul do Equador,MG,MATEUS LEME,Minério de Ferro,14.00,"12,347.00",,,,Não,-20.1197944444444,-44.3855222222222
Dique 01 de Terra,Arcelormittal Mineração Serra Azul S.a.,08.102.787/0001-04,"-20º08'19,363""","-44º24'02,991""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,9.00,"15,000.00",,,,Não,-20.1387119444444,-44.4008308333333
Dique 01 Serra Azul - Dique Vai e Volta 1,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'44,700""","-44º25'12,700""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,13.00,"30,000.00",,,,Não,-20.1290833333333,-44.4201944444444
Dique 02 - Pitangui,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'25,280""","-44º22'31,860""",Sul do Equador,MG,MATEUS LEME,Minério de Ferro,6.00,"2,100.00",,,,Não,-20.1236888888889,-44.3755166666667
Dique 02 Serra Azul - Dique Vai e Volta 2,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'49,000""","-44º25'21,000""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.00,"45,000.00",,,,Não,-20.1302777777778,-44.4225
Dique 03,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'18,220""","-44º19'09,870""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,900.00,,,,Não,-20.1217277777778,-44.3194083333333
Dique 03 Serra Azul - Dique Vai e Volta 3,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'50,650""","-44º25'36,130""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,11.45,"76,000.00",,,,Não,-20.1307361111111,-44.4267027777778
Dique 04,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'09,860""","-44º19'26,960""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,3.00,100.00,,,,Não,-20.1194055555556,-44.3241555555556
Dique 06 - Véu da Noiva Jusante,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'53,460""","-44º22'30,040""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,14.00,"2,500.00",,,,Não,-20.1315166666667,-44.3750111111111
Dique 08 - Pátio CMC,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º08'00,950""","-44º22'46,450""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,12.00,"48,252.00",,,,Não,-20.1335972222222,-44.3795694444444
Dique 1,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'29,660""","-44º39'39,180""",Sul do Equador,MG,ITUTINGA,Sedimentos,2.00,300.00,,,,Não,-21.3082388888889,-44.6608833333333
Dique 13 - Pains,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'27,890""","-44º24'00,660""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.45,"54,000.00",,,,Não,-20.1244138888889,-44.4001833333333
Dique 14,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'44,900""","-44º26'50,600""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,9.93,"54,000.00",,,,Não,-20.1624722222222,-44.4473888888889
Dique 2,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'29,650""","-44º39'42,590""",Sul do Equador,MG,ITUTINGA,Sedimentos,3.00,100.00,,,,Não,-21.3082361111111,-44.6618305555556
Dique 2 de Concreto,Arcelormittal Mineração Serra Azul S.a.,08.102.787/0001-04,"-20º08'21,900""","-44º24'02,300""",Sul do Equador,MG,ITATIAIUÇU,Argila,3.00,200.00,,,,Não,-20.1394166666667,-44.4006388888889
Dique 3,Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.,61.064.838/0001-33,"-21º18'31,440""","-44º39'43,340""",Sul do Equador,MG,ITUTINGA,Sedimentos,1.50,25.00,,,,Não,-21.3087333333333,-44.6620388888889
Dique B11 - Pilha de Estéril Alegria E (Dique do Córrego dos Macacos),Samarco Mineração S A.,16.628.281/0001-61,"-20º11'38,353""","-43º30'30,185""",Sul do Equador,MG,OURO PRETO,Sedimentos,14.50,"52,000.00",,,,Não,-20.1939869444444,-43.5083847222222
Dique B2 - Pilha de Estéril João Manoel,Samarco Mineração S A.,16.628.281/0001-61,"-20º10'15,254""","-43º29'53,120""",Sul do Equador,MG,MARIANA,Sedimentos,10.00,"8,000.00",,,,Não,-20.1709038888889,-43.4980888888889
Dique B3 - Pilha de Estéril João Manoel,Samarco Mineração S A.,16.628.281/0001-61,"-20º10'11,676""","-43º29'45,981""",Sul do Equador,MG,MARIANA,Sedimentos,10.00,"12,000.00",,,,Não,-20.16991,-43.4961058333333
Dique BIII-6,FERROMINAS - MINERAÇÃO LTDA,08.814.720/0001-00,"-20º08'48,020""","-44º27'15,790""",Sul do Equador,MG,ITAÚNA,Sedimentos,7.50,"14,457.60",,,,Não,-20.1466722222222,-44.4543861111111
Dique BIII-7,FERROMINAS - MINERAÇÃO LTDA,08.814.720/0001-00,"-20º08'48,680""","-44º27'05,270""",Sul do Equador,MG,ITAÚNA,Sedimentos,7.50,"16,557.00",,,,Não,-20.1468555555556,-44.4514638888889
Dique BIV-3 - Dique Hércules,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'21,800""","-44º26'29,000""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,13.00,"15,524.00",,,,Não,-20.1560555555556,-44.4413888888889
Dique Caffaro,Mineral do Brasil Ltda.,17.246.638/0001-00,"-20º05'43,890""","-44º09'44,560""",Sul do Equador,MG,MÁRIO CAMPOS,Sedimentos,8.00,"17,000.00",,,,Não,-20.095525,-44.1623777777778
Dique Conquistinha,Mineração Morro do Ipê S.a.,22.902.554/0001-17,"-20º06'57,240""","-44º17'53,170""",Sul do Equador,MG,BRUMADINHO,Sedimentos,5.00,30.00,,,,Não,-20.1159,-44.2981027777778
